00434.ppm;167;194;257;286;5
00436.ppm;794;531;816;553;5
00439.ppm;1194;504;1251;564;8
00441.ppm;1063;531;1112;580;8
00443.ppm;823;579;843;598;8
00443.ppm;477;578;497;596;8
00444.ppm;389;569;419;600;7
00444.ppm;972;572;1001;601;7
00445.ppm;1021;498;1066;544;5
00445.ppm;213;519;254;561;5
00456.ppm;421;414;476;470;3
00457.ppm;1243;418;1301;475;2
00457.ppm;517;466;554;504;2
00459.ppm;884;548;909;573;1
00460.ppm;831;481;862;512;33
00466.ppm;1226;440;1263;475;35
00466.ppm;519;494;543;518;34
00467.ppm;1132;501;1168;537;3
00468.ppm;1128;506;1165;544;3
00470.ppm;823;489;847;513;1
00474.ppm;1242;549;1274;581;7
00474.ppm;514;569;545;600;7
00475.ppm;1233;468;1310;543;7
00476.ppm;163;518;199;555;7
00476.ppm;1152;523;1187;558;7
00477.ppm;298;506;338;546;5
00478.ppm;921;470;963;512;5
00478.ppm;218;483;258;523;5
00480.ppm;1055;444;1103;492;2
00483.ppm;150;510;203;563;7
00483.ppm;1182;531;1232;583;7
00486.ppm;410;519;465;574;7
00494.ppm;1113;300;1211;395;1
00496.ppm;511;494;552;536;8
00500.ppm;952;499;1000;546;5
00501.ppm;943;557;962;577;4
00501.ppm;610;558;628;577;4
00512.ppm;230;486;270;522;5
00512.ppm;1139;490;1179;530;5
00513.ppm;142;501;197;556;7
00515.ppm;257;361;333;435;3
00516.ppm;240;275;298;333;34
00518.ppm;451;526;499;574;7
00519.ppm;454;531;507;584;7
00521.ppm;377;574;405;604;7
00521.ppm;946;565;976;595;7
00524.ppm;187;530;241;584;7
00524.ppm;1219;528;1271;580;7
00528.ppm;985;339;1026;380;7
00528.ppm;166;415;205;455;7
00544.ppm;744;438;762;458;1
00548.ppm;775;432;811;468;14
00552.ppm;537;512;554;529;8
00552.ppm;814;508;832;526;8
00560.ppm;1039;173;1099;233;3
00600.pmm;793;332;852;392;5
00601.ppm;1250;235;1278;266;0
00602.ppm;894;242;927;277;35
00603.ppm;1319;245;1640;566;33
00604.ppm;922;355;984;412;7
00605.ppm;1046;386;1101;440;7
00606.ppm;1092;329;1173;411;14
00607.ppm;872;356;982;462;14
00608.ppm;1148;371;1188;411;5
00609.ppm;1031;524;1084;578;1
00610.ppm;1045;501;1077;429;0
00611.ppm;1152;341;1409;580;34
00612.ppm;903;360;930;387;2
00613.ppm;654;314;748;410;8
00614.ppm;952;392;1030;472;34
00615.ppm;1100;322;1134;356;5
00616.ppm;862;341;904;385;8
00617.ppm;862;482;932;554;5
00618.ppm;1103;276;1159;334;32
00619.ppm;636;241;741;344;32
00620.ppm;935;486;1006;554;1
00621.ppm;1099;351;1140;402;33
00622.ppm;1178;456;1216;491;0
00623.ppm;1024;318;1075;361;4
00624.ppm;711;272;757;315;7
00625.ppm;927;381;1006;460;2
00626.ppm;1009;378;1050;423;3
00627.ppm;766;406;801;438;2
00628.ppm;1029;477;1116;557;33
00629.ppm;1025;343;1068;384;8
00630.ppm;1179;319;1229;365;8
00631.ppm;1012;327;1046;359;1
00632.ppm;956;94;998;137;1
00633.ppm;1087;273;1129;315;7
00634.ppm;1095;444;1127;476;7
00635.ppm;753;360;861;468;7
00636.ppm;1094;311;1138;352;7
00637.ppm;906;354;949;399;32
00638.ppm;953;327;1001;372;2
00639.ppm;1041;340;1085;381;1
00640.ppm;1108;345;1166;400;4
00641.ppm;786;390;814;418;5
00642.ppm;1118;408;1164;453;3
00643.ppm;1100;339;1162;401;35
00644.ppm;954;366;1049;459;14
00645.ppm;1011;431;1066;486;34
00646.ppm;1000;330;1038;369;5
00647.ppm;831;349;856;374;0
00648.ppm;873;239;907;275;33
00649.ppm;1170;385;1198;411;35
00650.ppm;1125;284;1167;327;7
00651.ppm;898;384;926;412;3
00652.ppm;880;344;972;439;3
00653.ppm;1029;409;1061;441;14
00654.ppm;961;304;1014;357;3
00655.ppm;1138;337;1208;406;3
00656.ppm;1081;302;1125;348;2
00657.ppm;1175;432;1267;522;33
00658.ppm;840;363;878;401;34
00659.ppm;856;394;904;441;4
00660.ppm;990;390;1026;425;4
00661.ppm;735;146;793;211;0
00662.ppm;980;354;1002;376;8
00663.ppm;1033;305;1097;368;4
00664.ppm;1263;336;1325;397;0
00665.ppm;1154;391;1206;443;32
00666.ppm;1065;386;1109;428;34
00667.ppm;1087;383;1131;405;7
00668.ppm;1145;363;1169;388;34
00669.ppm;694;202;744;258;5
00670.ppm;1037;421;1070;453;8
00671.ppm;1096;354;1141;399;35
00672.ppm;1169;217;1494;536;14
00673.ppm;897;353;966;420;34
00674.ppm;755;387;815;447;33
00675.ppm;986;241;1033;291;35
00676.ppm;1178;335;1268;427;35
00677.ppm;1013;411;1066;465;5
00678.ppm;1177;308;1305;436;32
00679.ppm;835;334;861;361;35
00680.ppm;1469;281;1519;331;2
00681.ppm;1187;384;1234;431;32
00682.ppm;1077;372;1120;414;4
00683.ppm;1125;345;1302;522;7
00684.ppm;808;480;851;523;0
00684.ppm;1091;476;1136;523;2
00684.ppm;1377;472;1428;522;1
00685.ppm;965;300;1000;339;4
00686.ppm;1041;347;1075;379;32
00687.ppm;993;443;1025;475;33
00688.ppm;1073;320;1133;380;8
00689.ppm;607;320;659;376;32
00690.ppm;1256;314;1322;386;14
00691.ppm;786;428;827;469;35
00692.ppm;1078;474;1119;516;7
00693.ppm;1314;408;1392;489;8
00694.ppm;1240;359;1274;392;34
00695.ppm;970;426;1004;462;0
00696.ppm;1048;423;1114;486;8
00697.ppm;633;278;699;353;14
00698.ppm;822;289;859;326;33
00699.ppm;1018;319;1040;341;35
00700.ppm;1098;353;1202;463;5
00701.ppm;763;289;791;317;4
00702.ppm;1039;358;1086;403;32
00703.ppm;1232;328;1262;358;1
00704.ppm;1003;399;1033;429;35
00705.ppm;768;281;795;309;4
00706.ppm;1126;257;1203;337;32
00707.ppm;1150;358;1207;414;7
00708.ppm;1235;389;1270;424;32
00709.ppm;774;210;958;396;32
00710.ppm;1026;412;1148;533;34
00711.ppm;1098;405;1159;465;14
00712.ppm;973;364;1057;448;14
00713.ppm;880;375;917;412;1
00714.ppm;1086;279;1113;308;32
00715.ppm;910;351;943;384;5
00716.ppm;1037;370;1059;392;8
00717.ppm;1093;332;1139;380;1
00718.ppm;1137;430;1173;476;8
00719.ppm;767;322;806;363;2
00720.ppm;958;334;1079;454;33
00721.ppm;1236;409;1280;457;8
00722.ppm;805;240;839;376;3
00723.ppm;1015;420;1050;455;3
00724.ppm;1132;345;1162;374;3
00725.ppm;940;333;962;355;35
00726.ppm;1133;385;1188;440;8
00727.ppm;1058;201;1108;255;34
00729.ppm;82;450;145;508;7
00730.ppm;1268;555;1299;586;8
00730.ppm;443;543;474;574;8
00733.ppm;167;511;206;550;4
00733.ppm;846;501;881;535;4
00737.ppm;809;507;841;539;4
00737.ppm;310;512;343;546;4
00738.ppm;917;553;938;574;4
00739.ppm;839;488;872;521;4
00741.ppm;1132;561;1169;598;5
00741.ppm;478;546;513;581;5
00743.ppm;890;572;918;600;8
00743.ppm;386;571;413;600;8
00744.ppm;437;558;463;584;32
00744.ppm;876;541;904;569;32
00749.ppm;782;443;808;469;4
00751.ppm;974;374;1034;434;4
00752.ppm;821;464;845;488;2
00753.ppm;1037;377;1102;443;2
00754.ppm;857;404;895;442;2
00756.ppm;998;276;1085;363;32
00758.ppm;1219;315;1285;385;4
00759.ppm;799;478;834;512;4
00760.ppm;101;379;147;424;1
00762.ppm;525;371;570;416;2
00766.ppm;914;374;953;414;1
00768.ppm;1105;353;1176;424;4
00773.ppm;1034;311;1090;367;1
00779.ppm;800;404;851;456;1
00781.ppm;786;418;808;441;35
00787.ppm;993;430;1033;470;2
00789.ppm;1138;401;1169;430;2
00792.ppm;849;437;880;468;4
00793.ppm;557;471;579;493;4
00795.ppm;737;444;764;471;4
00796.ppm;1083;254;1172;340;2
00797.ppm;899;393;949;444;4
00798.ppm;997;306;1064;373;4
00799.ppm;846;393;883;430;2
00802.ppm;717;371;751;405;1
00807.ppm;720;409;759;450;33
00807.ppm;705;343;768;406;14
00808.ppm;900;394;953;448;1
00808.ppm;367;439;395;467;35
00809.ppm;820;434;846;460;1
00810.ppm;278;426;319;467;35
00810.ppm;885;421;930;466;35
00814.ppm;377;437;412;474;5
00816.ppm;850;410;886;446;14
00816.ppm;401;428;434;461;14
00818.ppm;775;506;799;529;4
00819.ppm;885;492;907;514;4
00819.ppm;469;490;490;512;4
00821.ppm;984;383;1024;423;3
00826.ppm;737;413;765;442;1
00827.ppm;727;413;756;443;1
00829.ppm;1042;396;1088;442;2
00831.ppm;1001;360;1042;401;1
00832.ppm;766;411;793;438;2
00833.ppm;955;343;991;378;1
00834.ppm;866;371;899;402;1
00835.ppm;907;383;943;419;4
00838.ppm;1084;201;1164;283;2
00842.ppm;784;313;828;357;1
00844.ppm;820;335;869;386;4
00845.ppm;835;435;859;459;4
00847.ppm;933;390;969;427;2
00848.ppm;737;429;756;448;2
00851.ppm;696;424;717;446;4
00857.ppm;536;489;570;523;3
00858.ppm;466;443;512;490;3
00858.ppm;1053;517;1083;547;3
00861.ppm;508;426;543;462;4
00861.ppm;937;523;965;551;4
00862.ppm;1090;450;1166;528;3
00868.ppm;1163;510;1213;560;5
00868.ppm;489;513;534;558;5
00870.ppm;334;562;368;596;7
00870.ppm;960;554;995;587;7
00874.ppm;1135;492;1181;537;8
00874.ppm;235;469;281;515;8
00877.ppm;301;551;346;596;5
00877.ppm;1153;546;1200;593;5
00880.ppm;934;448;979;494;1
00883.ppm;852;518;883;549;1
00886.ppm;982;521;1014;553;8
00886.ppm;374;515;406;547;8
00888.ppm;591;538;616;563;8
00888.ppm;1023;542;1049;569;8
00901.ppm;879;514;903;538;1
00902.ppm;929;516;961;548;1
00903.ppm;884;483;930;529;1
00904.ppm;861;505;893;537;1
00905.ppm;834;526;858;550;1
00908.ppm;1165;572;1227;636;3
00908.ppm;380;557;444;621;3
00913.ppm;510;435;542;467;34
00913.ppm;1003;469;1035;501;34
00917.ppm;759;516;787;545;14
00919.ppm;985;412;1062;489;4
00925.ppm;396;494;423;522;34
00926.ppm;786;545;806;565;2
00930.ppm;610;267;683;336;1
00931.ppm;771;232;835;295;1
00934.ppm;807;407;832;432;1
00937.ppm;689;359;720;392;14
00941.ppm;928;250;1010;333;33
00949.ppm;859;444;882;466;5
00949.ppm;333;442;356;466;5
00953.ppm;1083;378;1108;404;1
00955.ppm;921;442;960;485;14
00957.ppm;553;399;576;422;1
00959.ppm;975;371;1014;410;1
00961.ppm;776;332;822;378;1
00962.ppm;1130;264;1187;325;1
00966.ppm;1068;382;1097;411;2
00966.ppm;443;419;470;446;2
00967.ppm;1234;297;1279;342;2
00967.ppm;303;365;346;409;2
00970.ppm;1025;227;1086;288;14
00974.ppm;374;383;409;418;2
00974.ppm;1091;348;1128;385;2
00976.ppm;982;241;1054;313;1
00977.ppm;398;359;441;412;14
00977.ppm;400;412;435;447;33
00978.ppm;973;373;1005;405;1
00979.ppm;1092;312;1147;367;1
00982.ppm;1182;254;1255;327;2
00985.ppm;852;433;875;456;14
00988.ppm;1077;144;1168;231;2
00990.ppm;285;425;362;501;7
00993.ppm;342;186;429;273;14
00998.ppm;569;456;590;477;5
00998.ppm;1030;441;1050;461;5
00999.ppm;375;407;411;443;5
00999.ppm;1273;381;1313;421;5
001004.ppm;466;469;491;494;3
001004.ppm;776;477;796;497;3
001007.ppm;301;535;341;575;32
001007.ppm;988;506;1029;547;32
001009.ppm;1131;561;1168;598;5
001009.ppm;478;546;513;581;5
001010.ppm;244;546;317;617;5
001012.ppm;855;477;890;512;4
001014.ppm;815;517;838;540;4
001016.ppm;989;315;1043;370;35
001017.ppm;689;530;713;554;4
001019.ppm;747;551;767;571;4
001019.ppm;473;556;493;576;4
001022.ppm;389;527;417;555;4
001022.ppm;1093;529;1132;568;4
001023.ppm;193;482;238;527;4
001023.ppm;966;418;1014;466;4
001026.ppm;323;504;355;536;4
001026.ppm;817;510;849;542;4
